Activity_Id,Landing_Airport, Airline_Name,Operating_Airline_IATA_Code,Landing_Date,Published_Airline,Published_Airline_IATA_Code,GEO_Summary,GEO_Region,Landing_ Aircraft_ Type,Aircraft_Body_Type,Aircraft Manufacturer,Aircraft_Model,Aircraft_Version,Landing_Count,Total_Landed_Weight,Landing_Status
208804,Erie International Airport,Alaska Airlines,AS,03-03-16,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,,154,20020000,0
170784,Delta County Airport,Alaska Airlines,AS,04-03-16,Alaska Airlines,AS,International,Canada,Passenger,Narrow Body,McDonnell Douglas,MD-80,,2,260000,0
229670,Eugene Airport (Mahlon Sweet Field),All Nippon Airways,NH,05-03-16,All Nippon Airways,NH,International,Asia,Passenger,Wide Body,Boeing,777,200ER,31,14260000,1
64255,Evansville Regional Airport,American Airlines,AA,06-03-16,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,757,,175,34650000,1
13845,Coastal Carolina Regional Airport (Craven County Regional),American Airlines,AA,07-03-16,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,200,87,23490000,1
213720,Newark Liberty International Airport,American Airlines,AA,08-03-16,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,300,146,45260000,1
8467,Key West International Airport,American Airlines,AA,09-03-16,American Airlines,AA,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,83,250,32500000,1
106896,Fairbanks International Airport,American Airlines,AA,10-03-16,American Airlines,AA,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,SP,399,51870000,0
90799,Hector International Airport,American Eagle Airlines,MQ,11-03-16,American Airlines,AA,Domestic,US,Passenger,Regional Jet,Embraer,ERJ,140,154,6360200,1
128004,Fresno Yosemite International Airport,Ameriflight,A8,12-03-16,Ameriflight,A8,Domestic,US,Freighter,Regional Jet,LearJet,35A,,1,15300,0
198350,Fayetteville Regional Airport,Ameriflight,A8,13-03-16,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Swearingen,SA-227,AC,19,266000,0
178951,Glacier Park International Airport,Ameriflight,A8,14-03-16,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Swearingen,SA-227,AT,1,15500,0
3964,Flagstaff Pulliam Airport,Asiana Airlines,OZ,15-03-16,Asiana Airlines,OZ,International,Asia,Freighter,Wide Body,Boeing,747,400,8,5328000,1
208877,Fort Lauderdale-Hollywood International Airport,Asiana Airlines,OZ,16-03-16,Asiana Airlines,OZ,International,Asia,Passenger,Wide Body,Boeing,777,200ER,17,7820000,0
154967,Bishop International Airport,Astar Air Cargo,ER,17-03-16,Astar Air Cargo,ER,Domestic,US,Freighter,Narrow Body,Boeing,727,,1,160000,1
8560,Sioux Falls Regional Airport,Astar Air Cargo,ER,18-03-16,Astar Air Cargo,ER,Domestic,US,Freighter,Wide Body,Airbus,A300,,21,6203820,0
987,Fort Smith Regional Airport,Astar Air Cargo,ER,19-03-16,Astar Air Cargo,ER,Domestic,US,Freighter,Wide Body,McDonnell Douglas,DC-8,73,21,5775000,1
36070,Fort Wayne International Airport,Astar Air Cargo,ER,20-03-16,Astar Air Cargo,ER,Domestic,US,Freighter,Turbo Prop,Swearingen,SA-227,L,15,199800,0
96650,Gillette-Campbell County Airport,British Airways,BA,21-03-16,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,747,400,62,39060000,1
125004,Garden City Regional Airport,Cargolux Airlines,CV,22-03-16,Cargolux Airlines,CV,International,Europe,Freighter,Wide Body,Boeing,747,400,8,5328000,1
137057,Spokane International Airport,Cathay Pacific,CX,23-03-16,Cathay Pacific,CX,International,Asia,Freighter,Wide Body,Boeing,747,400,17,11322000,0
195911,Grand Forks International Airport,Cathay Pacific,CX,24-03-16,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Boeing,747,400,31,19530000,1
211570,East Texas Regional Airport,China Airlines,CI,25-03-16,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,747,400,31,19530000,0
122594,Grand Junction Regional Airport (Walker Field),China Airlines,CI,26-03-16,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,747,,27,17982000,0
33199,Gainesville Regional Airport,China Cargo Airlines,CK,27-03-16,China Cargo Airlines,CK,International,Asia,Freighter,Wide Body,McDonnell Douglas,MD-11,,13,6129500,1
37586,Gulfport-Biloxi International Airport,Delta Air Lines,DL,28-03-16,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,737,800,164,23616000,1
63940,Green Bay-Austin Straubel International Airport,Delta Air Lines,DL,29-03-16,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,757,,283,56034000,0
130940,Central Nebraska Regional Airport,Delta Air Lines,DL,30-03-16,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,200,1,270000,1
116051,Killeen-Fort Hood Regional Airport,Delta Air Lines,DL,31-03-16,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,300,58,17110000,0
189656,Gerald R. Ford International Airport,Delta Air Lines,DL,01-04-16,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,300ER,27,8640000,1
124859,Piedmont Triad International Airport,Delta Air Lines,DL,02-04-16,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,400,90,31500000,0
143527,Greenville-Spartanburg International Airport,Delta Air Lines,DL,03-04-16,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-90,,1,142000,1
172019,Gustavus Airport,EVA Airways,BR,04-04-16,EVA Airways,BR,International,Asia,Combi,Wide Body,Boeing,747,400,48,30192000,0
229207,Great Falls International Airport,Federal Express,FX,05-04-16,Federal Express,FX,Domestic,US,Freighter,Wide Body,McDonnell Douglas,DC-10,10,47,17625000,0
142613,Golden Triangle Regional Airport,Federal Express,FX,06-04-16,Federal Express,FX,Domestic,US,Freighter,Wide Body,McDonnell Douglas,MD-11,,21,10111500,0
147538,Gunnison-Crested Butte Regional Airport,Frontier Airlines,F9,07-04-16,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A319,,144,19368000,0
98850,Guam International Airport,Hawaiian Airlines,HA,08-04-16,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Boeing,767,300,31,9920000,0
119536,Yampa Valley Airport (Yampa Valley Regional),Horizon Air,QX,09-04-16,Alaska Airlines,AS,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,700,88,5896000,1
30077,Range Regional Airport (Chisholm-Hibbing Airport),Icelandair (Inactive),FI,10-04-16,Icelandair (Inactive),FI,International,Europe,Passenger,Wide Body,Boeing,767,300ER,5,1600000,1
169402,Helena Regional Airport,Independence Air,DH,11-04-16,Independence Air,DH,Domestic,US,Passenger,Narrow Body,Airbus,A319,,50,6890000,0
189430,Honolulu International Airport,Japan Airlines,JL,12-04-16,Japan Airlines,JL,International,Asia,Freighter,Wide Body,Boeing,747,200,47,29610000,0
150299,Lea County Regional Airport,Japan Airlines,JL,13-04-16,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,747,400,31,19530000,0
192069,William P. Hobby Airport,KLM Royal Dutch Airlines,KL,14-04-16,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,767,0,1,303900,1
2284,Westchester County Airport,KLM Royal Dutch Airlines,KL,15-04-16,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,777,200,29,13630000,1
202822,Valley International Airport,KLM Royal Dutch Airlines,KL,16-04-16,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,McDonnell Douglas,MD-11,,1,440000,1
5930,Huntsville International Airport,Kalitta Air,K4,17-04-16,Kalitta Air,K4,Domestic,US,Freighter,Wide Body,Boeing,747,200,13,8190000,1
192554,Barnstable Municipal Airport,Kitty Hawk Air Cargo,KR,18-04-16,Kitty Hawk Air Cargo,KR,Domestic,US,Freighter,Narrow Body,Boeing,727,200,5,797000,1
18559,Hays Regional Airport,Kitty Hawk Air Cargo,KR,19-04-16,Kitty Hawk Air Cargo,KR,Domestic,US,Freighter,Narrow Body,Boeing,737,300,19,2215400,0
198652,Washington Dulles International Airport,Korean Air Lines,KE,20-04-16,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,747,400,9,5877000,1
74656,Niagara Falls International Airport,Korean Air Lines,KE,21-04-16,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,747,,21,13692000,0
223104,George Bush Intercontinental Airport,Korean Air Lines,KE,22-04-16,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,777,200,17,7820000,0
94916,Wichita Dwight D. Eisenhower National Airport (Wichita Mid-Continent Airport),Lufthansa German Airlines,LH,23-04-16,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Boeing,747,430,31,19530000,0
198619,Idaho Falls Regional Airport,Lufthansa German Airlines,LH,24-04-16,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A340,313,2,837760,1
229168,Wilmington Airport,Lufthansa German Airlines,LH,25-04-16,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A340,600,29,16559000,0
189571,Wilmington International Airport,Mesa Airlines,YV,26-04-16,US Airways,US,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,900,30,2205000,1
43432,Ford Airport,Mexicana Airlines,MX,27-04-16,Mexicana Airlines,MX,International,Mexico,Passenger,Narrow Body,Airbus,A319,,22,2959000,0
158292,Indianapolis International Airport,Mexicana Airlines,MX,28-04-16,Mexicana Airlines,MX,International,Mexico,Passenger,Narrow Body,Airbus,A320,,40,5688000,1
120082,Falls International Airport,Miami Air International,GL,29-04-16,Miami Air International,GL,International,Canada,Passenger,Narrow Body,Boeing,727,200,1,164000,0
8163,Sloulin Field International Airport,Midwest Airlines,YX,30-04-16,Midwest Airlines,YX,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,,31,4030000,1
23592,Long Island MacArthur Airport,Nippon Cargo Airlines,KZ,01-05-16,Nippon Cargo Airlines,KZ,International,Asia,Freighter,Wide Body,Boeing,747,200,48,30240000,1
81834,Ithaca Tompkins Regional Airport,Northwest Airlines (became Delta),NW,02-05-16,Northwest Airlines (became Delta),NW,Domestic,US,Passenger,Narrow Body,Boeing,757,300,64,14336000,0
15111,Hilo International Airport,Northwest Airlines (became Delta),NW,03-05-16,Northwest Airlines (became Delta),NW,Domestic,US,Passenger,Narrow Body,Boeing,757,,122,24156000,1
24195,Jackson Hole Airport,Northwest Airlines (became Delta),NW,04-05-16,Northwest Airlines (became Delta),NW,Domestic,US,Passenger,Narrow Body,Airbus,A319,,31,4166400,0
137340,Jackson-Evers International Airport,Northwest Airlines (became Delta),NW,05-05-16,Northwest Airlines (became Delta),NW,Domestic,US,Passenger,Narrow Body,Airbus,A320,,92,13082400,0
197102,Jacksonville International Airport,Northwest Airlines (became Delta),NW,06-05-16,Northwest Airlines (became Delta),NW,International,Asia,Passenger,Wide Body,Airbus,A330,223,31,12437200,1
168144,John F. Kennedy International Airport (New York International Airport),Northwest Airlines (became Delta),NW,07-05-16,Northwest Airlines (became Delta),NW,Domestic,US,Passenger,Wide Body,McDonnell Douglas,DC-10,30,1,411000,1
91285,Joplin Regional Airport,Philippine Airlines,PR,08-05-16,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Boeing,747,400,19,11970000,0
39228,Jamestown Regional Airport,Philippine Airlines,PR,09-05-16,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Airbus,A340,300,15,6283200,1
82523,Juneau International Airport,Singapore Airlines,SQ,10-05-16,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,747,400,31,19530000,0
131976,Kona International Airport at Keahole,Singapore Airlines,SQ,11-05-16,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,777,200ER,31,14230550,1
60309,Ketchikan International Airport,SkyWest Airlines,OO,12-05-16,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,500,179,8413000,0
177579,Capital Region International Airport ( Lansing Capital City),SkyWest Airlines,OO,13-05-16,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,600,306,20502000,1
100520,Laramie Regional Airport,SkyWest Airlines,OO,14-05-16,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Regional Jet,Bombardier,CRJ,600,62,4154000,0
134801,McCarran International Airport,SkyWest Airlines,OO,15-05-16,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,700,1200,56400000,0
171171,Lawton-Fort Sill Regional Airport,SkyWest Airlines,OO,16-05-16,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Turbo Prop,Embraer,ERJ,120,1591,41047800,0
27270,Los Angeles International Airport,Sun Country Airlines,SY,17-05-16,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,737,800,31,4532900,0
38985,Lubbock Preston Smith International Airport,"TACA International Airlines, S.A.",TA,18-05-16,"TACA International Airlines, S.A.",TA,International,Central America,Passenger,Narrow Body,Airbus,A320,,36,5119200,0
10858,Arnold Palmer Regional Airport,Tradewinds Airlines,WI,19-05-16,Tradewinds Airlines,WI,Domestic,US,Freighter,Wide Body,Boeing,747,200B,5,3150000,1
199868,Lake Charles Regional Airport,US Airways,US,20-05-16,US Airways,US,Domestic,US,Passenger,Narrow Body,Boeing,737,300,185,21103000,1
6832,Blue Grass Airport,US Airways,US,21-05-16,US Airways,US,Domestic,US,Passenger,Narrow Body,Boeing,757,,1,198000,0
8335,Lafayette Regional Airport,US Airways,US,22-05-16,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A319,,145,19966700,0
21235,LaGuardia Airport (Marine Air Terminal),US Airways,US,23-05-16,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A320,,109,15496200,0
113685,Long Beach Airport (Daugherty Field),US Airways,US,24-05-16,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A321,,194,33271000,1
60036,Lihue Airport,United Airlines,UA,25-05-16,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,200,27,2646000,1
33866,Bill and Hillary Clinton National Airport (Adams Field),United Airlines,UA,26-05-16,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,500,30,3300000,1
196548,Lincoln Airport (Lincoln Municipal),United Airlines,UA,27-05-16,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,700,8,1024000,1
196952,Laredo International Airport,United Airlines,UA,28-05-16,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,800,220,31680000,1
57516,La Crosse Regional Airport,United Airlines,UA,29-05-16,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,900,2,294600,0
149754,Lewiston-Nez Perce County Airport,United Airlines,UA,30-05-16,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,,55,6270000,1
147586,Midland International Airport,United Airlines,UA,31-05-16,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,200,60,11880000,0
166222,MBS International Airport,United Airlines - Pre 07/01/2013,UA,01-06-16,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,300,271,30894000,0
73793,Kansas City International Airport,United Airlines - Pre 07/01/2013,UA,02-06-16,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Boeing,737,322,124,14136000,0
124153,Orlando International Airport,United Airlines - Pre 07/01/2013,UA,03-06-16,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,500,154,16940000,1
177197,Harrisburg International Airport,United Airlines - Pre 07/01/2013,UA,04-06-16,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,747,422,8,5040000,0
122080,Chicago Midway International Airport,United Airlines - Pre 07/01/2013,UA,05-06-16,United Airlines - Pre 07/01/2013,UA,International,Asia,Passenger,Wide Body,Boeing,747,422,155,97650000,1
194999,Meridian Regional Airport,United Airlines - Pre 07/01/2013,UA,06-06-16,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,422,31,19530000,0
33052,Memphis International Airport,United Airlines - Pre 07/01/2013,UA,07-06-16,United Airlines - Pre 07/01/2013,UA,International,Europe,Passenger,Wide Body,Boeing,747,422,32,20160000,1
110708,McAllen-Miller International Airport (McAllen Miller International),United Airlines - Pre 07/01/2013,UA,08-06-16,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,,1168,231264000,0
2291,Rogue Valley International Airport,United Airlines - Pre 07/01/2013,UA,09-06-16,United Airlines - Pre 07/01/2013,UA,International,Mexico,Passenger,Narrow Body,Boeing,757,,3,594000,1
177761,Montgomery Regional Airport,United Airlines - Pre 07/01/2013,UA,10-06-16,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,767,300,231,69300000,1
2678,Manhattan Regional Airport,United Airlines - Pre 07/01/2013,UA,11-06-16,United Airlines - Pre 07/01/2013,UA,International,Europe,Passenger,Wide Body,Boeing,767,300,27,8100000,0
56523,Manchester-Boston Regional Airport,United Airlines - Pre 07/01/2013,UA,12-06-16,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,767,322,99,31680000,1
170152,Miami International Airport,United Airlines - Pre 07/01/2013,UA,13-06-16,United Airlines - Pre 07/01/2013,UA,International,Asia,Passenger,Wide Body,Boeing,777,222,63,28980000,0
172774,General Mitchell International Airport,United Airlines - Pre 07/01/2013,UA,14-06-16,United Airlines - Pre 07/01/2013,UA,International,Europe,Passenger,Wide Body,Boeing,777,222,62,28520000,0
155010,Muskegon County Airport,United Airlines - Pre 07/01/2013,UA,15-06-16,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,777,222B,34,15640000,1
42312,Melbourne International Airport,United Airlines - Pre 07/01/2013,UA,16-06-16,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,777,,88,39160000,1
157715,Quad City International Airport,United Airlines - Pre 07/01/2013,UA,17-06-16,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Airbus,A319,131,792,109137600,0
131903,Monroe Regional Airport,United Airlines - Pre 07/01/2013,UA,18-06-16,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Airbus,A320,232,918,130539600,1
224119,Mammoth Yosemite Airport,United Airlines - Pre 07/01/2013,UA,19-06-16,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Airbus,A320,232,28,3981600,0
1074,Mobile Regional Airport,United Airlines - Pre 07/01/2013,UA,20-06-16,United Airlines - Pre 07/01/2013,UA,International,Mexico,Passenger,Narrow Body,Airbus,A320,232,36,5119200,1
211347,Minot International Airport,Virgin Atlantic,VS,21-06-16,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,747,400,31,19530000,0
224900,Sawyer International Airport,WestJet Airlines,WS,22-06-16,WestJet Airlines,WS,International,Canada,Passenger,Narrow Body,Boeing,737,600,1,120000,1
96930,Monterey Regional Airport (Monterey Peninsula Airport),WestJet Airlines,WS,23-06-16,WestJet Airlines,WS,International,Canada,Passenger,Narrow Body,Boeing,737,700,16,2046240,0
57658,Dane County Regional Airport,ABX Air,GB,24-06-16,ABX Air,GB,Domestic,US,Freighter,Wide Body,Boeing,767,,38,10336000,0
206331,Missoula International Airport,ABX Air,GB,25-06-16,ABX Air,GB,Domestic,US,Freighter,Narrow Body,McDonnell Douglas,DC-9,41,8,816000,0
165747,Minneapolis-Saint Paul International Airport,ATA Airlines,TZ,26-06-16,ATA Airlines,TZ,Domestic,US,Passenger,Narrow Body,Boeing,737,800,98,14337400,0
36309,Louis Armstrong New Orleans International Airport,ATA Airlines,TZ,27-06-16,ATA Airlines,TZ,Domestic,US,Passenger,Narrow Body,Boeing,757,300,44,9856000,0
187057,Montrose Regional Airport,ATA Airlines,TZ,28-06-16,ATA Airlines,TZ,International,Canada,Passenger,Narrow Body,Boeing,757,300,2,448000,1
78142,Martha's Vineyard Airport,ATA Airlines,TZ,29-06-16,ATA Airlines,TZ,Domestic,US,Passenger,Wide Body,Lockheed,L1011,200,2,736000,1
167574,Myrtle Beach International Airport,Air Canada,AC,30-06-16,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,767,233,1,270100,0
42057,Albert J. Ellis Airport,Air Canada,AC,01-07-16,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,114,85,11432500,0
135853,Oakland International Airport,Air Canada,AC,02-07-16,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,211,78,11091600,0
224217,Kahului Airport,Air Canada,AC,03-07-16,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,214,14,1990800,1
13514,Will Rogers World Airport,Air Canada,AC,04-07-16,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A321,211,2,343040,1
39916,Eppley Airfield,Air China,CA,05-07-16,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,747,400,17,10710000,1
15673,Nome Airport,Air France,AF,06-07-16,Air France,AF,International,Europe,Passenger,Wide Body,Airbus,A340,300,30,12562500,1
49339,Ontario International Airport,Air New Zealand,NZ,07-07-16,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,400,13,8190000,1
76927,Chicago O'Hare International Airport,Air New Zealand,NZ,08-07-16,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,777,200,1,470000,0
28092,Norfolk International Airport,AirTran Airways,FL,09-07-16,AirTran Airways,FL,Domestic,US,Passenger,Narrow Body,Boeing,737,700,60,7680000,1
64363,Worcester Regional Airport,Alaska Airlines,AS,10-07-16,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,400,69,8349000,0
42224,Southwest Oregon Regional Airport (North Bend Municipal),Alaska Airlines,AS,11-07-16,Alaska Airlines,AS,International,Canada,Passenger,Narrow Body,Boeing,737,400,34,4114000,0
60361,Ralph Wien Memorial Airport,Alaska Airlines,AS,12-07-16,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,400,63,7623000,0
51878,Barkley Regional Airport,Alaska Airlines,AS,13-07-16,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,700,119,15374800,1
131633,Plattsburgh International Airport,Alaska Airlines,AS,14-07-16,Alaska Airlines,AS,International,Canada,Passenger,Narrow Body,Boeing,737,700,18,2325600,0
162810,Palm Beach International Airport,Alaska Airlines,AS,15-07-16,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,700,18,2325600,1
100597,Portland International Airport,Alaska Airlines,AS,16-07-16,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,900,11,1609300,0
186349,Newport News/Williamsburg International Airport,Alaska Airlines,AS,17-07-16,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,900,10,1463000,1
55001,Philadelphia International Airport,Alaska Airlines,AS,18-07-16,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,McDonnell Douglas,MD-80,93,27,3510000,0
104597,Phoenix Sky Harbor International Airport,Alaska Airlines,AS,19-07-16,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,,184,23920000,1
31054,General Wayne A. Downing Peoria International Airport,Alaska Airlines,AS,20-07-16,Alaska Airlines,AS,International,Canada,Passenger,Narrow Body,McDonnell Douglas,MD-80,,34,4420000,1
119524,Hattiesburg-Laurel Regional Airport,All Nippon Airways,NH,21-07-16,All Nippon Airways,NH,International,Asia,Passenger,Wide Body,Boeing,777,200ER,30,13800000,0
188888,Pocatello Regional Airport,American Airlines,AA,22-07-16,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,757,,179,35442000,1
7893,Pittsburgh International Airport,American Airlines,AA,23-07-16,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,200,83,22410000,0
93682,Pellston Regional Airport of Emmet County,American Airlines,AA,24-07-16,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,300,145,44950000,0
119125,Pensacola International Airport (Pensacola Gulf Coast Regional Airport),American Airlines,AA,25-07-16,American Airlines,AA,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,83,302,39260000,1
18104,Pago Pago International Airport (Tafuna Airport),American Airlines,AA,26-07-16,American Airlines,AA,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,SP,321,41730000,1
152562,Tri-Cities Airport,American Eagle Airlines,MQ,27-07-16,American Airlines,AA,Domestic,US,Passenger,Regional Jet,Embraer,ERJ,140,144,5947200,0
30792,Mercedita Airport,Ameriflight,A8,28-07-16,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Piper,PA-31,350,1,7000,1
218701,Petersburg James A. Johnson Airport,Ameriflight,A8,29-07-16,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Swearingen,SA-227,AC,1,14000,0
196867,Palm Springs International Airport,Asiana Airlines,OZ,30-07-16,Asiana Airlines,OZ,International,Asia,Freighter,Wide Body,Boeing,747,400,6,3996000,1
122956,Pueblo Memorial Airport,Asiana Airlines,OZ,31-07-16,Asiana Airlines,OZ,International,Asia,Passenger,Wide Body,Boeing,777,200ER,17,7820000,0
191533,Theodore Francis Green State Airport,Astar Air Cargo,ER,01-08-16,Astar Air Cargo,ER,Domestic,US,Freighter,Wide Body,Airbus,A300,,25,7385500,1
179767,Portland International Jetport,Astar Air Cargo,ER,02-08-16,Astar Air Cargo,ER,Domestic,US,Freighter,Wide Body,McDonnell Douglas,DC-8,73,14,3850000,0
221329,Rapid City Regional Airport,British Airways,BA,03-08-16,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,747,400,57,35910000,0
76122,Redding Municipal Airport,Cargolux Airlines,CV,04-08-16,Cargolux Airlines,CV,International,Europe,Freighter,Wide Body,Boeing,747,400,9,5994000,0
148589,Redmond Municipal Airport (Roberts Field),Cathay Pacific,CX,05-08-16,Cathay Pacific,CX,International,Asia,Freighter,Wide Body,Boeing,747,400,18,11988000,0
146012,Raleigh-Durham International Airport,Cathay Pacific,CX,06-08-16,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Boeing,747,400,30,18900000,0
2925,Rhinelander-Oneida County Airport,China Airlines,CI,07-08-16,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,747,400,30,18900000,1
57981,Richmond International Airport,China Airlines,CI,08-08-16,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,747,,26,17316000,1
193625,Rock Springs-Sweetwater County Airport,China Cargo Airlines,CK,09-08-16,China Cargo Airlines,CK,International,Asia,Freighter,Wide Body,McDonnell Douglas,MD-11,,12,5658000,0
156809,Reno/Tahoe International Airport,Delta Air Lines,DL,10-08-16,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,737,800,138,19872000,0
114701,Roanoke Regional Airport (Woodrum Field),Delta Air Lines,DL,11-08-16,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,757,,255,50490000,0
171045,Greater Rochester International Airport,Delta Air Lines,DL,12-08-16,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,300,43,12685000,1
170321,Roswell International Air Center,Delta Air Lines,DL,13-08-16,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,300ER,7,2240000,1
